title,isbn,isbn13,genre,pages
salt sugar fat: how the food giants hooked us,1400069807,9781400069800.0,Salud y bienestar,480
salt to the sea,399160302,9780399160300.0,Ficción histórica,384
salt: a world history,142001619,9780142001620.0,Historia,496
salvage the bones,1608195228,9781608195220.0,Ficción,272
"salvation in death (in death, #27)",749908904,9780749908900.0,Thriller/Misterio,368
sam's letters to jennifer,446613347,9780446613350.0,Romance,288
samarkand,1566562937,9781566562940.0,Ficción histórica,352
same kind of different as me,849900417,9780849900420.0,Biografía/Autobiografía,240
sanctuary,515122734,9780515122730.0,Romance,384
"sand omnibus (sand, #1-5)",,,Ciencia ficción,544
"sandman slim (sandman slim, #1)",61714305,9780061714310.0,Fantasía,320
"sandry's book (circle of magic, #1)",590554085,9780590554080.0,Fantasía,240
"sandstorm (sigma force, #1)",60580674,9780060580670.0,Thriller/Misterio,464
"sang pemimpi (tetralogi laskar pelangi, #2)",9793062924,9789793062920.0,Ficción,288
santaland diaries,349119759,9780349119760.0,Humor,128
"saphirblau (edelstein-trilogie, #2)",3401063472,9783401063480.0,Juvenil (Young Adult - YA),416
sapiens: a brief history of humankind,,,Historia,498
"sapphique (incarceron, #2)",340893613,9780340893620.0,Juvenil (Young Adult - YA),448
sarah's key,312370830,9780312370830.0,Ficción histórica,304
"sarah, plain and tall (sarah, plain and tall, #1)",618062416,9780618062420.0,Literatura infantil,64
sarum: the novel of england,517223546,9780517223540.0,Ficción histórica,1216
saturday,1400076196,9781400076190.0,Ficción,288
savage inequalities: children in america's schools,60974990,9780060974990.0,Educación y aprendizaje,256
savages,1439183368,9781439183370.0,Thriller/Misterio,320
"savannah blues (weezie and bebe mysteries, #1)",60519134,9780060519130.0,Thriller/Misterio,288
"savannah breeze (weezie and bebe mysteries, #2)",60564679,9780060564670.0,Thriller/Misterio,304
save me,031238078X,9780312380790.0,Thriller/Misterio,320
save the date,1250019699,9781250019690.0,Romance,304
saving ceecee honeycutt,143145541,9780143145550.0,Ficción,304
saving faith,446608890,9780446608890.0,Thriller/Misterio,400
saving fish from drowning,034546401X,9780345464020.0,Ficción,400
saving francesca,375829830,9780375829830.0,Juvenil (Young Adult - YA),240
saving grace,671870114,9780671870120.0,Romance,384
saving june,1921794097,9781921794090.0,Romance,304
"saving the world and other extreme sports (maximum ride, #3)",316155608,9780316155600.0,Juvenil (Young Adult - YA),304
"savor the moment (bride quartet, #3)",1423368886,9781423368880.0,Romance,352
"savvy (savvy, #1)",803733062,9780803733060.0,Juvenil (Young Adult - YA),352
"say cheese and die! (goosebumps, #4)",439568420,9780439568420.0,Horror,128
"say goodbye (quincy & rainie, #6)",553804332,9780553804330.0,Thriller/Misterio,384
say what you will,62271121,9780062271130.0,Juvenil (Young Adult - YA),320
say you're one of them,316113786,9780316113790.0,Ficción,384
"scandal in spring (wallflowers, #4)",60562536,9780060562530.0,Romance,384
scar tissue,1401307450,9781401307460.0,Biografía/Autobiografía,352
"scarecrow (shane schofield, #3)",312937660,9780312937670.0,Thriller/Misterio,400
scaredy squirrel (scaredy squirrel),1553379594,9781553379590.0,Literatura infantil,32
"scarlet (scarlet, #1)",802723462,9780802723470.0,Juvenil (Young Adult - YA),384
"scarlet (the lunar chronicles, #2)",312642962,9780312642970.0,Ciencia ficción,452
scarlet feather,451203771,9780451203780.0,Romance,352
scarlett,446363251,9780446363260.0,Ficción,832
"scarpetta (kay scarpetta, #16)",399155163,9780399155160.0,Thriller/Misterio,400
scars,193481332X,9781934813320.0,Juvenil (Young Adult - YA),208
"scary stories to tell in the dark (scary stories, #1)",590431978,9780590431970.0,Horror,82
scat,375834869,9780375834870.0,Juvenil (Young Adult - YA),288
"scent of magic (healer, #2)",778314189,9780778314190.0,Fantasía,416
schindler's list,340606517,9780340606510.0,Historia,320
"school's out—forever (maximum ride, #2)",316155594,9780316155600.0,Juvenil (Young Adult - YA),304
schooled,786856920,9780786856920.0,Juvenil (Young Adult - YA),192
"scion of ikshvaku (ramchandra, #1)",9385152149,9789385152150.0,Fantasía,376
scoop,141187492,9780141187500.0,Humor,224
scoring wilder,,,Romance,330
"scorpia (alex rider, #5)",142405787,9780142405790.0,Juvenil (Young Adult - YA),320
scorpia rising (alex rider #9),399250573,9780399250580.0,Juvenil (Young Adult - YA),368
"scott pilgrim, volume 1: scott pilgrim's precious little life",1932664084,9781932664090.0,Humor,168
"scott pilgrim, volume 2: scott pilgrim vs. the world",1932664122,9781932664130.0,Humor,192
"scott pilgrim, volume 3: scott pilgrim & the infinite sadness",193266422X,9781932664220.0,Humor,200
"scott pilgrim, volume 4: scott pilgrim gets it together",1932664491,9781932664490.0,Humor,224
"scott pilgrim, volume 5: scott pilgrim vs. the universe",1934964107,9781934964100.0,Humor,176
"scott pilgrim, volume 6: scott pilgrim's finest hour",1934964387,9781934964380.0,Humor,248
scrappy little nobody,1501117203,9781501117210.0,Biografía/Autobiografía,272
"screw it, let's do it: lessons in life",753510995,9780753511000.0,Desarrollo personal,160
scruples,297775340,9780297775350.0,Ficción,448
scuffy the tugboat (big little golden book),307105474,9780307105480.0,Literatura infantil,24
sea glass,316013838,9780316013830.0,Romance,336
"sea glass (glass, #2)",778325806,9780778325800.0,Romance,384
"sea swept (chesapeake bay saga, #1)",515121843,9780515121840.0,Romance,352
"sea of poppies (ibis trilogy, #1)",071956896X,9780719568960.0,Ficción histórica,544
"sea of silver light (otherland, #4)",641645473,9780641645470.0,Ciencia ficción,832
"sea of swords (forgotten realms: paths of darkness, #4; legend of drizzt, #13)",786927720,9780786927720.0,Fantasía,370
seabiscuit: an american legend,345465083,9780345465080.0,Historia,416
"searching for dragons (enchanted forest chronicles, #2)",152045651,9780152045650.0,Fantasía,224
searching for god knows what,785263713,9780785263720.0,Religión y espiritualidad,256
season of migration to the north,435900668,9780435900660.0,Literatura clásica,168
season of mists (the sandman #4),1563890356,9781563890350.0,Fantasía,224
seating arrangements,307599469,9780307599470.0,Ficción,288
second chance,670038571,9780670038570.0,Thriller/Misterio,416
"second chance boyfriend (one week girlfriend, #2)",,2940016487080.0,Romance,280
second chance summer,1416990674,9781416990670.0,Juvenil (Young Adult - YA),336
second foundation (foundation #3),553803735,9780553803730.0,Ciencia ficción,288
second glance,743454510,9780743454510.0,Fantasía,352
"second grave on the left (charley davidson, #2)",312360819,9780312360820.0,Fantasía,336
"second helpings (jessica darling, #2)",609807919,9780609807910.0,Juvenil (Young Adult - YA),352
"second honeymoon (honeymoon, #2)",316211222,9780316211220.0,Thriller/Misterio,352
second life,857520199,9780857520200.0,Ficción,256
"second shift: order (shift, #2)",,,Ciencia ficción,138
"second son (jack reacher, #15.5)",,,Thriller/Misterio,96
second treatise of government,915144867,9780915144860.0,Filosofía,160
"secondhand souls (grim reaper, #2)",61779784,9780061779790.0,Fantasía,304
seconds,345529375,9780345529370.0,Fantasía,304
secret daughter,61922315,9780061922310.0,Ficción,304
"secret history (mistborn, #3.5)",,,Fantasía,176
"secret prey (lucas davenport, #9)",743484207,9780743484210.0,Thriller/Misterio,368
secrets of a charmed life,451419928,9780451419930.0,Ficción histórica,400
"secrets of a shoe addict (shoe addict, #2)",312348266,9780312348270.0,Romance,288
"secrets of a summer night (wallflowers, #1)",61259349,9780061259340.0,Romance,384
"secrets of the dragon sanctuary (fablehaven, #4)",1606410423,9781606410420.0,Fantasía,480
secrets of the millionaire mind: mastering the inner game of wealth,60763280,9780060763280.0,Negocios y economía,208
secrets of the vine: breaking through to abundance,1576739759,9781576739750.0,Religión y espiritualidad,144
"secrets to the grave (oak knoll, #2)",052595192X,9780525951930.0,Thriller/Misterio,384
"seduce me at sunrise (the hathaways, #2)",312949812,9780312949820.0,Romance,384
"seduced by moonlight (merry gentry, #3)",553816322,9780553816330.0,Fantasía,368
"seduced in the dark (the dark duet, #2)",,,"Romance",256
"seducing cinderella (fighting for love, #1)",,2940014977680.0,Romance,220
"seduction and snacks (chocolate lovers, #1)",,,"Romance",228
"seduction in death (in death, #13)",749934395,9780749934390.0,Thriller/Misterio,352
see jane date,373250118,9780373250110.0,Romance,304
"see jane score (chinooks hockey team, #2)",60009241,9780060009240.0,Romance,384
see me,1455520616,9781455520620.0,Thriller/Misterio,432
see you at the top,1565547063,9781565547060.0,Desarrollo personal,352
"seeds of rebellion (beyonders, #2)",1416997946,9781416997950.0,Fantasía,512
"seeds of yesterday (dollanganger, #4)",671729489,9780671729490.0,Ficción,416
seeing,156032732,9780156032740.0,Ensayo,160
"seeing redd (the looking glass wars, #2)",803731558,9780803731550.0,Fantasía,336
seize the night (dark-hunter #6),749935871,9780749935870.0,Fantasía,384
"seize the night (moonlight bay, #2)",553479016,9780553479010.0,Thriller/Misterio,352
selected poems,517206064,9780517206060.0,Poesía,288
selected stories,553381008,9780553381010.0,Ficción,448
self matters: creating your life from the inside out,074322423X,9780743224240.0,Desarrollo personal,320
self-reliance and other essays,486277909,9780486277900.0,Ensayo,128
sellevision,312422288,9780312422290.0,Ficción,256
"sempre (sempre, #1)",1456527738,9781456527730.0,Romance,334
"sense & sensibility (the austen project, #1)",62200461,9780062200460.0,Romance,400
sense and sensibility,141439661,9780141439660.0,Literatura clásica,384
sentimental education,140447970,9780140447970.0,Literatura clásica,448
"sentinel (covenant, #5)",1937053571,9781937053570.0,Fantasía,336
"separation of power (mitch rapp, #5)",671047345,9780671047340.0,Thriller/Misterio,448
september,340752459,9780340752460.0,Ficción,368
"sepulchre (languedoc, #2)",752860550,9780752860560.0,Ficción histórica,624
"serafina and the black cloak (serafina, #1)",1484709012,9781484709020.0,Fantasía,304
"seraphina (seraphina, #1)",,,Fantasía,352
serena,61470856,9780061470850.0,Ficción,384
seriously... i'm kidding,446585025,9780446585030.0,Humor,256
"serpent mage (the death gate cycle, #4)",553561405,9780553561400.0,Fantasía,432
servant of the bones,963192566,9780963192560.0,Horror,384
"servant of the empire (the empire trilogy, #2)",586203818,9780586203810.0,Fantasía,592
"servant of the shard (forgotten realms: paths of darkness, #3; the sellswords, #1)",786939508,9780786939500.0,Fantasía,370
seven days in the art world,039333712X,9780393337130.0,Arte y fotografía,272
"seven deadly wonders (jack west jr, #1)",1416505067,9781416505070.0,Aventuras,400
"seven up (stephanie plum, #7)",312980140,9780312980150.0,Thriller/Misterio,304
seven years in tibet,874778883,9780874778880.0,Biografía/Autobiografía,336
seven years to sin,758290411,9780758290410.0,Romance,384
seveneves,,,Ciencia ficción,880
"seventh grave and no body (charley davidson, #7)",1250045649,9781250045640.0,Fantasía,336
"seventh son (tales of alvin maker, #1)",076534775X,9780765347760.0,Fantasía,240
"sever (the chemical garden, #3)",1442409096,9781442409100.0,Juvenil (Young Adult - YA),304
"sex criminals, vol. 1: one weird trick",1607069466,9781607069460.0,Humor,136
sex god: exploring the endless connections between sexuality and spirituality,310263468,9780310263460.0,Religión y espiritualidad,288
sex and the city,446617687,9780446617680.0,Ficción,288
sex at dawn: the prehistoric origins of modern sexuality,61707803,9780061707800.0,Ciencia,368
"sex, drugs, and cocoa puffs: a low culture manifesto",743236017,9780743236010.0,Ensayo,256
sexing the cherry,802135781,9780802135780.0,Ficción histórica,192
sh*t my dad says,61992704,9780061992700.0,Humor,176
"shades of earth (across the universe, #3)",1595143998,9781595143990.0,Ciencia ficción,416
shades of grey,670019631,9780670019630.0,Ciencia ficción,400
"shades of midnight (midnight breed, #7)",440245265,9780440245260.0,Romance,352
shadow & claw (the book of the new sun #1-2),312890176,9780312890180.0,Ciencia ficción,464
shadow divers,965925072,9780965925080.0,Historia,384
shadow fires,425136981,9780425136980.0,Romance,352
"shadow kiss (vampire academy, #3)",1595141979,9781595141970.0,Juvenil (Young Adult - YA),507
"shadow prey (lucas davenport, #2)",,9780425208850.0,Thriller/Misterio,368
"shadow puppets (ender's shadow, #3)",765340054,9780765340050.0,Ciencia ficción,400
"shadow souls (the vampire diaries: the return, #2)",006172081X,9780061720820.0,Juvenil (Young Adult - YA),336
"shadow spell (the cousins o'dwyer trilogy, #2)",425259862,9780425259860.0,Fantasía,336
"shadow and bone (shadow and bone, #1)",805094598,9780805094600.0,Fantasía,358
"shadow of night (all souls trilogy, #2)",670023485,9780670023490.0,Fantasía,576
"shadow of a dark queen (the serpentwar saga, #1)",380720868,9780380720870.0,Fantasía,400
"shadow of the giant (ender's shadow, #4)",1841492051,9781841492060.0,Ciencia ficción,400
"shadow of the hegemon (ender's shadow, #2)",812565959,9780812565960.0,Ciencia ficción,400
"shadow's claim (immortals after dark, #13; the dacians, #1)",1451650051,9781451650050.0,Romance,432
"shadow's edge (night angel, #2)",316033650,9780316033660.0,Fantasía,640
"shadowfever (fever, #5)",385341679,9780385341680.0,Fantasía,544
"shadowland (the immortals, #3)",031259044X,9780312590440.0,Juvenil (Young Adult - YA),256
"shadowland (the mediator, #1)",60725117,9780060725110.0,Juvenil (Young Adult - YA),192
"shadows (lux, #0.5)",1620610086,9781620610080.0,Juvenil (Young Adult - YA),112
"shadows linger (the chronicles of the black company, #2)",812508424,9780812508420.0,Fantasía,320
"shadows in flight (ender's shadow, #5)",765332000,9780765332000.0,Ciencia ficción,192
"shadows of self (mistborn, #5)",765378558,9780765378550.0,Fantasía,394
shadows of the empire (star wars),553574132,9780553574140.0,Ciencia ficción,416
shadows of the workhouse,297853260,9780297853270.0,Historia,352
shadows over innsmouth,345444078,9780345444070.0,Horror,416
"shakespeare's landlord (lily bard, #1)",425206866,9780425206870.0,Thriller/Misterio,304
shakespeare's romeo and juliet,763622583,9780763622590.0,Teatro,80
shakespeare's sonnets,1903436575,9781903436580.0,Poesía,176
shakespeare: the world as stage,60740221,9780060740220.0,Biografía/Autobiografía,448
shalimar the clown,679783482,9780679783480.0,Ficción,398
"shall we tell the president? (kane & abel, #3)",449208060,9780449208070.0,Thriller/Misterio,384
"shaman king, vol. 1: a shaman in tokyo",1569319022,9781569319020.0,Fantasía,192
"shaman's crossing (soldier son, #1)",60758287,9780060758290.0,Fantasía,480
shanghai girls (shanghai girls #1),1400067111,9781400067110.0,Ficción histórica,432
shantaram,192076920X,9781920769210.0,Ficción,933
"shards of honour (vorkosigan saga, #1)",743468422,9780743468430.0,Ciencia ficción,352
"shards of a broken crown (the serpentwar saga, #4)",380789833,9780380789830.0,Fantasía,512
sharp objects,307341542,9780307341550.0,Thriller/Misterio,254
"sharpe's rifles (sharpe, #6)",140294295,9780140294290.0,Ficción histórica,304
"sharpe's tiger (sharpe, #1)",60932309,9780060932300.0,Ficción histórica,432
"shatter me (shatter me, #1)",62085484,9780062085480.0,Juvenil (Young Adult - YA),338
shattered,425099334,9780425099340.0,Thriller/Misterio,320
"shattered (the iron druid chronicles, #7)",345548485,9780345548480.0,Fantasía,322
